"Species","CU_ID","Year","SpnForTrend_Total","SpnForTrend_Wild","DU_ID","CU_Name","CU_acro","SpnForAbd_Total","SpnForAbd_Wild","Recruits_Total","Recruits_Wild","Abd_StartYr","UseYear"
"Chinook","CK-17",2009,2192,1914,"DU15","Lower Thompson_SP_1.2","LTh",2192,1914,NA,NA,1995,TRUE
"Chinook","CK-17",2010,7188,6598,"DU15","Lower Thompson_SP_1.2","LTh",7188,6598,NA,NA,1995,TRUE
"Chinook","CK-17",2011,4743,4438,"DU15","Lower Thompson_SP_1.2","LTh",4743,4438,NA,NA,1995,TRUE
"Chinook","CK-17",2012,10511,8932,"DU15","Lower Thompson_SP_1.2","LTh",10511,8932,NA,NA,1995,TRUE
"Chinook","CK-17",2013,5568,4972,"DU15","Lower Thompson_SP_1.2","LTh",5568,4972,NA,NA,1995,TRUE
"Chinook","CK-17",2014,23604,21225,"DU15","Lower Thompson_SP_1.2","LTh",23604,21225,NA,NA,1995,TRUE
"Chinook","CK-17",2015,9639,9223,"DU15","Lower Thompson_SP_1.2","LTh",9639,9223,NA,NA,1995,TRUE
"Chinook","CK-17",2016,8224.02260538713,7387.02260538713,"DU15","Lower Thompson_SP_1.2","LTh",8224.02260538713,7387.02260538713,NA,NA,1995,TRUE
"Chinook","CK-17",2017,4441.62490711583,4201.62490711583,"DU15","Lower Thompson_SP_1.2","LTh",4441.62490711583,4201.62490711583,NA,NA,1995,TRUE
"Chinook","CK-17",2018,1075,823,"DU15","Lower Thompson_SP_1.2","LTh",1075,823,NA,NA,1995,TRUE
"Chinook","CK-17",2019,4055,3459,"DU15","Lower Thompson_SP_1.2","LTh",4055,3459,NA,NA,1995,TRUE
"Chinook","CK-17",2020,7173,6576,"DU15","Lower Thompson_SP_1.2","LTh",7173,6576,NA,NA,1995,TRUE
"Chinook","CK-17",2021,3705,3353,"DU15","Lower Thompson_SP_1.2","LTh",3705,3353,NA,NA,1995,TRUE
"Chinook","CK-17",2022,6162.27086552559,4974,"DU15","Lower Thompson_SP_1.2","LTh",6162.27086552559,4974,NA,NA,1995,TRUE
"Chinook","CK-17",2023,10515.3402011726,8519,"DU15","Lower Thompson_SP_1.2","LTh",10515.3402011726,8519,NA,NA,1995,TRUE
"Chinook","CK-17",2024,4834.83647295183,3892,"DU15","Lower Thompson_SP_1.2","LTh",4834.83647295183,3892,NA,NA,1995,TRUE
"Chinook","CK-18",1999,535,535,"DU16","North Thompson_SP_1.3","NTh-spr",535,535,NA,NA,1999,TRUE
"Chinook","CK-18",2000,1746,1746,"DU16","North Thompson_SP_1.3","NTh-spr",1746,1746,NA,NA,1999,TRUE
"Chinook","CK-18",2001,1210,1210,"DU16","North Thompson_SP_1.3","NTh-spr",1210,1210,NA,NA,1999,TRUE
"Chinook","CK-18",2002,962,962,"DU16","North Thompson_SP_1.3","NTh-spr",962,962,NA,NA,1999,TRUE
"Chinook","CK-18",2003,374,374,"DU16","North Thompson_SP_1.3","NTh-spr",374,374,NA,NA,1999,TRUE
"Chinook","CK-18",2004,690,690,"DU16","North Thompson_SP_1.3","NTh-spr",690,690,NA,NA,1999,TRUE
"Chinook","CK-18",2005,348.34163345312,348.34163345312,"DU16","North Thompson_SP_1.3","NTh-spr",348.34163345312,348.34163345312,NA,NA,1999,TRUE
"Chinook","CK-18",2006,410,410,"DU16","North Thompson_SP_1.3","NTh-spr",410,410,NA,NA,1999,TRUE
"Chinook","CK-18",2007,155,155,"DU16","North Thompson_SP_1.3","NTh-spr",155,155,NA,NA,1999,TRUE
"Chinook","CK-18",2008,238,238,"DU16","North Thompson_SP_1.3","NTh-spr",238,238,NA,NA,1999,TRUE
"Chinook","CK-18",2009,154,154,"DU16","North Thompson_SP_1.3","NTh-spr",154,154,NA,NA,1999,TRUE
"Chinook","CK-18",2010,224,224,"DU16","North Thompson_SP_1.3","NTh-spr",224,224,NA,NA,1999,TRUE
"Chinook","CK-18",2011,319,319,"DU16","North Thompson_SP_1.3","NTh-spr",319,319,NA,NA,1999,TRUE
"Chinook","CK-18",2012,196,196,"DU16","North Thompson_SP_1.3","NTh-spr",196,196,NA,NA,1999,TRUE
"Chinook","CK-18",2013,159,159,"DU16","North Thompson_SP_1.3","NTh-spr",159,159,NA,NA,1999,TRUE
"Chinook","CK-18",2014,142,142,"DU16","North Thompson_SP_1.3","NTh-spr",142,142,NA,NA,1999,TRUE
"Chinook","CK-18",2015,106.898490689317,106.898490689317,"DU16","North Thompson_SP_1.3","NTh-spr",106.898490689317,106.898490689317,NA,NA,1999,TRUE
"Chinook","CK-18",2016,174,174,"DU16","North Thompson_SP_1.3","NTh-spr",174,174,NA,NA,1999,TRUE
"Chinook","CK-18",2017,92,92,"DU16","North Thompson_SP_1.3","NTh-spr",92,92,NA,NA,1999,TRUE
"Chinook","CK-18",2018,61,61,"DU16","North Thompson_SP_1.3","NTh-spr",61,61,NA,NA,1999,TRUE
"Chinook","CK-18",2019,424,424,"DU16","North Thompson_SP_1.3","NTh-spr",424,424,NA,NA,1999,TRUE
"Chinook","CK-18",2020,473,473,"DU16","North Thompson_SP_1.3","NTh-spr",473,473,NA,NA,1999,TRUE
"Chinook","CK-18",2021,281,281,"DU16","North Thompson_SP_1.3","NTh-spr",281,281,NA,NA,1999,TRUE
"Chinook","CK-18",2022,369,369,"DU16","North Thompson_SP_1.3","NTh-spr",369,369,NA,NA,1999,TRUE
"Chinook","CK-18",2023,454,454,"DU16","North Thompson_SP_1.3","NTh-spr",454,454,NA,NA,1999,TRUE
"Chinook","CK-18",2024,385,385,"DU16","North Thompson_SP_1.3","NTh-spr",385,385,NA,NA,1999,TRUE
"Chinook","CK-19",1997,9908.66142852844,9908.66142852844,"DU17","North Thompson_SU_1.3","NTh-sum",9908.66142852844,9908.66142852844,NA,NA,1997,TRUE
"Chinook","CK-19",1998,7386.70435350803,7386.70435350803,"DU17","North Thompson_SU_1.3","NTh-sum",7386.70435350803,7386.70435350803,NA,NA,1997,TRUE
"Chinook","CK-19",1999,5398.64459712363,5398.64459712363,"DU17","North Thompson_SU_1.3","NTh-sum",5398.64459712363,5398.64459712363,NA,NA,1997,TRUE
"Chinook","CK-19",2000,5855,5855,"DU17","North Thompson_SU_1.3","NTh-sum",5855,5855,NA,NA,1997,TRUE
"Chinook","CK-19",2001,4477,4477,"DU17","North Thompson_SU_1.3","NTh-sum",4477,4477,NA,NA,1997,TRUE
"Chinook","CK-19",2002,6830,6830,"DU17","North Thompson_SU_1.3","NTh-sum",6830,6830,NA,NA,1997,TRUE
"Chinook","CK-19",2003,7606,7606,"DU17","North Thompson_SU_1.3","NTh-sum",7606,7606,NA,NA,1997,TRUE
"Chinook","CK-19",2004,6180,6180,"DU17","North Thompson_SU_1.3","NTh-sum",6180,6180,NA,NA,1997,TRUE
"Chinook","CK-19",2005,4183,4183,"DU17","North Thompson_SU_1.3","NTh-sum",4183,4183,NA,NA,1997,TRUE
"Chinook","CK-19",2006,4398,4398,"DU17","North Thompson_SU_1.3","NTh-sum",4398,4398,NA,NA,1997,TRUE
"Chinook","CK-19",2007,2111,2111,"DU17","North Thompson_SU_1.3","NTh-sum",2111,2111,NA,NA,1997,TRUE
"Chinook","CK-19",2008,3911,3911,"DU17","North Thompson_SU_1.3","NTh-sum",3911,3911,NA,NA,1997,TRUE
"Chinook","CK-19",2009,6444,6444,"DU17","North Thompson_SU_1.3","NTh-sum",6444,6444,NA,NA,1997,TRUE
"Chinook","CK-19",2010,1402,1402,"DU17","North Thompson_SU_1.3","NTh-sum",1402,1402,NA,NA,1997,TRUE
"Chinook","CK-19",2011,1412,1412,"DU17","North Thompson_SU_1.3","NTh-sum",1412,1412,NA,NA,1997,TRUE
"Chinook","CK-19",2012,2414,2414,"DU17","North Thompson_SU_1.3","NTh-sum",2414,2414,NA,NA,1997,TRUE
"Chinook","CK-19",2013,2479,2479,"DU17","North Thompson_SU_1.3","NTh-sum",2479,2479,NA,NA,1997,TRUE
"Chinook","CK-19",2014,3220,3220,"DU17","North Thompson_SU_1.3","NTh-sum",3220,3220,NA,NA,1997,TRUE
"Chinook","CK-19",2015,5587,5587,"DU17","North Thompson_SU_1.3","NTh-sum",5587,5587,NA,NA,1997,TRUE
"Chinook","CK-19",2016,804,804,"DU17","North Thompson_SU_1.3","NTh-sum",804,804,NA,NA,1997,TRUE
"Chinook","CK-19",2017,1453,1453,"DU17","North Thompson_SU_1.3","NTh-sum",1453,1453,NA,NA,1997,TRUE
"Chinook","CK-19",2018,674,674,"DU17","North Thompson_SU_1.3","NTh-sum",674,674,NA,NA,1997,TRUE
"Chinook","CK-19",2019,1015,1015,"DU17","North Thompson_SU_1.3","NTh-sum",1015,1015,NA,NA,1997,TRUE
"Chinook","CK-19",2020,4002,4002,"DU17","North Thompson_SU_1.3","NTh-sum",4002,4002,NA,NA,1997,TRUE
"Chinook","CK-19",2021,3961,3961,"DU17","North Thompson_SU_1.3","NTh-sum",3961,3961,NA,NA,1997,TRUE
"Chinook","CK-19",2022,6076,6076,"DU17","North Thompson_SU_1.3","NTh-sum",6076,6076,NA,NA,1997,TRUE
"Chinook","CK-19",2023,4593,4593,"DU17","North Thompson_SU_1.3","NTh-sum",4593,4593,NA,NA,1997,TRUE
"Chinook","CK-19",2024,2913.38713533205,2913.38713533205,"DU17","North Thompson_SU_1.3","NTh-sum",2913.38713533205,2913.38713533205,NA,NA,1997,TRUE
"Chinook","CK-82",1999,NA,NA,"DU_NA","Upper Adams River_SU_x.x","UADAMS",NA,NA,NA,NA,1999,TRUE
"Chinook","CK-82",2000,NA,NA,"DU_NA","Upper Adams River_SU_x.x","UADAMS",NA,NA,NA,NA,1999,TRUE
"Chinook","CK-82",2001,NA,NA,"DU_NA","Upper Adams River_SU_x.x","UADAMS",NA,NA,NA,NA,1999,TRUE
"Chinook","CK-82",2002,NA,NA,"DU_NA","Upper Adams River_SU_x.x","UADAMS",NA,NA,NA,NA,1999,TRUE
"Chinook","CK-82",2003,NA,NA,"DU_NA","Upper Adams River_SU_x.x","UADAMS",NA,NA,NA,NA,1999,TRUE
"Chinook","CK-82",2004,NA,NA,"DU_NA","Upper Adams River_SU_x.x","UADAMS",NA,NA,NA,NA,1999,TRUE
"Chinook","CK-82",2005,NA,NA,"DU_NA","Upper Adams River_SU_x.x","UADAMS",NA,NA,NA,NA,1999,TRUE
"Chinook","CK-82",2006,NA,NA,"DU_NA","Upper Adams River_SU_x.x","UADAMS",NA,NA,NA,NA,1999,TRUE
"Chinook","CK-82",2007,NA,NA,"DU_NA","Upper Adams River_SU_x.x","UADAMS",NA,NA,NA,NA,1999,TRUE
"Chinook","CK-82",2008,NA,NA,"DU_NA","Upper Adams River_SU_x.x","UADAMS",NA,NA,NA,NA,1999,TRUE
"Chinook","CK-82",2009,NA,NA,"DU_NA","Upper Adams River_SU_x.x","UADAMS",NA,NA,NA,NA,1999,TRUE
"Chinook","CK-82",2010,NA,NA,"DU_NA","Upper Adams River_SU_x.x","UADAMS",NA,NA,NA,NA,1999,TRUE
"Chinook","CK-82",2011,NA,NA,"DU_NA","Upper Adams River_SU_x.x","UADAMS",NA,NA,NA,NA,1999,TRUE
"Chinook","CK-82",2012,NA,NA,"DU_NA","Upper Adams River_SU_x.x","UADAMS",NA,NA,NA,NA,1999,TRUE
"Chinook","CK-82",2013,NA,NA,"DU_NA","Upper Adams River_SU_x.x","UADAMS",NA,NA,NA,NA,1999,TRUE
"Chinook","CK-82",2014,NA,NA,"DU_NA","Upper Adams River_SU_x.x","UADAMS",NA,NA,NA,NA,1999,TRUE
"Chinook","CK-82",2015,NA,NA,"DU_NA","Upper Adams River_SU_x.x","UADAMS",NA,NA,NA,NA,1999,TRUE
"Chinook","CK-82",2016,NA,NA,"DU_NA","Upper Adams River_SU_x.x","UADAMS",NA,NA,NA,NA,1999,TRUE
"Chinook","CK-82",2017,NA,NA,"DU_NA","Upper Adams River_SU_x.x","UADAMS",NA,NA,NA,NA,1999,TRUE
"Chinook","CK-82",2018,NA,NA,"DU_NA","Upper Adams River_SU_x.x","UADAMS",NA,NA,NA,NA,1999,TRUE
"Chinook","CK-82",2019,NA,NA,"DU_NA","Upper Adams River_SU_x.x","UADAMS",NA,NA,NA,NA,1999,TRUE
"Chinook","CK-82",2020,NA,NA,"DU_NA","Upper Adams River_SU_x.x","UADAMS",NA,NA,NA,NA,1999,TRUE
"Chinook","CK-82",2021,NA,NA,"DU_NA","Upper Adams River_SU_x.x","UADAMS",NA,NA,NA,NA,1999,TRUE
"Chinook","CK-82",2022,NA,NA,"DU_NA","Upper Adams River_SU_x.x","UADAMS",NA,NA,NA,NA,1999,TRUE
"Chinook","CK-82",2023,NA,NA,"DU_NA","Upper Adams River_SU_x.x","UADAMS",NA,NA,NA,NA,1999,TRUE
"Chinook","CK-82",2024,NA,NA,"DU_NA","Upper Adams River_SU_x.x","UADAMS",NA,NA,NA,NA,1999,TRUE
