FisheryFineID,RegTypeID,Finescale_name,finescale_description,FisheryCoarseID,Coarse_description,ERA_fishery_id,ERA_fishery_name,country,fishery_type
3314,,T12_FS,WA PS AREA 12 (HOOD CANAL) FRESHWATER SPORT,163,Puget Sound Area 12 Freshwater Sport,75,TPS FS,US,terminal
3315,,TSPS S,SOUTH PUGET SOUND A10_11_13 TERMINAL SPORT,165,South Puget Sound (10-11-13) Terminal Sport,60,TPGSDO TERM S,US,terminal
3317,,WA 4 S,WA OCEAN AREA 4 (NEAH BAY) SPORT,167,Washington Area 4 Ocean Sport,53,N FALCON S,US,pre-terminal
3318,,WA 3 S,WA OCEAN AREA 3 (LA PUSH) SPORT,168,Washington Area 3 Ocean Sport,53,N FALCON S,US,pre-terminal
3320,,WA 1 S,WA OCEAN AREA 1 (COL R) SPORT,170,Washington Area 1 Ocean Sport,53,N FALCON S,US,pre-terminal
3325,,OR 3 S,OR OCEAN AREA 3 SPORT,175,Oregon Area 3 Ocean Sport,55,S FALCON S,US,pre-terminal
3326,,OR 4 S,OR OCEAN AREA 4 SPORT,176,Oregon Area 4 Ocean Sport,55,S FALCON S,US,pre-terminal
3327,,OR 5 S,OR OCEAN AREA 5 SPORT,177,Oregon Area 5 Ocean Sport,55,S FALCON S,US,pre-terminal
3328,,OR 6 S,OR OCEAN AREA 6 SPORT,178,Oregon Area 6 Ocean Sport,55,S FALCON S,US,pre-terminal
3329,,TOR CST S,OREGON COAST TERMINAL SPORT,179,Oregon Coast Terminal Sport,56,TSF TERM S,US,terminal
3330,,TOR CST FS,OREGON COAST FRESHWATER SPORT,180,Oregon Coast Freshwater Sport,76,TSF TERM FS,US,terminal
3331,,CAL S,CALIFORNIA (ALL AREAS) SPORT,181,California Ocean Sport,55,S FALCON S,US,pre-terminal
3332,,TCOL R S IDL,TERMINAL CR ABOVE BUOY 10 SPORT IDL,174,Terminal Above Buoy 10 Sport,67,TCOL R S,US,terminal
4001,,COST REC,COST RECOVERY,182,Cost Recovery,80,ESCAPEMENT,escapement,escapement
4002,,PERS USE,PERSONAL USE,183,Personal Use,80,ESCAPEMENT,escapement,escapement
4003,,SUBSIST,SUBSISTENCE,184,Subsistence,80,ESCAPEMENT,escapement,escapement
4004,,CA TERM STRAY,CANADIAN TERMINAL STRAY,,,,,Canada,terminal
4005,,US TERM STRAY,US TERMINAL STRAY,,,,,US,terminal
4006,,CA ESC STRAY,CANADIAN ESCAPEMENT STRAY,193,Canadian Escapement Stray,78,XCA ESC STRAY,Canada,escapement
4007,,US ESC STRAY,US ESCAPEMENT STRAY,194,US Escapement Stray,79,XUS ESC STRAY,US,escapement
4008,,ESCAPE,ESCAPEMENT,195,Escapement,80,ESCAPEMENT,ESCAPEMENT,escapement
23070,,TNPS TN,NORTH PUGET SOUND FRESHWATER NET,101,North Puget Sound Freshwater Net,38,TPS FN,US,terminal
23071,,TNPS TN-NOOKSACK,NORTH PUGET SOUND FRESHWATER NET - NOOKSACK,101,North Puget Sound Freshwater Net,38,TPS FN,US,terminal
23170,,TPS 10-11-13 FN,WA PS AREAS 10-11-13 FRESHWATER NET,111,Puget Sound Area 10-11-13 Freshwater Net,38,TPS FN,US,terminal
23171,,TPS 10-11-13 FN-NISQUALLY,WA PS AREAS 10-11-13 FRESHWATER NET - NISQUALLY,111,Puget Sound Area 10-11-13 Freshwater Net,38,TPS FN,US,terminal
32011,,NORTH AABM S FALL,NORTH AABM SPORT (QCI) - FALL,128,North AABM Sport (QCI),47,NBC AABM S,Canada,pre-terminal
32012,,NORTH AABM S SPRING,NORTH AABM SPORT (QCI) - SPRING,128,North AABM Sport (QCI),47,NBC AABM S,Canada,pre-terminal
32013,,NORTH AABM S SUMMER,NORTH AABM SPORT (QCI) - SUMMER,128,North AABM Sport (QCI),47,NBC AABM S,Canada,pre-terminal
32021,,NORTH ISBM S FALL,NORTH ISBM SPORT - FALL,129,North ISBM Sport,48,NBC ISBM S,Canada,pre-terminal
32022,,NORTH ISBM S SPRING,NORTH ISBM SPORT - SPRING,129,North ISBM Sport,48,NBC ISBM S,Canada,pre-terminal
32023,,NORTH ISBM S SUMMER,NORTH ISBM SPORT - SUMMER,129,North ISBM Sport,48,NBC ISBM S,Canada,pre-terminal
32081,,JOHN ST S FALL,JOHNSTONE STRAIT SPORT - FALL,135,Johnstone Strait Sport,61,JNST S,Canada,pre-terminal
32082,,JOHN ST S SPRING,JOHNSTONE STRAIT SPORT - SPRING,135,Johnstone Strait Sport,61,JNST S,Canada,pre-terminal
32083,,JOHN ST S SUMMER,JOHNSTONE STRAIT SPORT - SUMMER,135,Johnstone Strait Sport,61,JNST S,Canada,pre-terminal
32091,,NGS S FALL,NORTH GEORGIA STRAIT SPORT - FALL,136,North Georgia Strait Sport,63,GEO ST S,Canada,pre-terminal
32092,,NGS S SPRING,NORTH GEORGIA STRAIT SPORT - SPRING,136,North Georgia Strait Sport,63,GEO ST S,Canada,pre-terminal
32093,,NGS S SUMMER,NORTH GEORGIA STRAIT SPORT - SUMMER,136,North Georgia Strait Sport,63,GEO ST S,Canada,pre-terminal
32121,,SGS S FALL,SOUTH GEORGIA STRAIT SPORT - FALL,139,South Georgia Strait Sport,63,GEO ST S,Canada,pre-terminal
32122,,SGS S SPRING,SOUTH GEORGIA STRAIT SPORT - SPRING,139,South Georgia Strait Sport,63,GEO ST S,Canada,pre-terminal
32123,,SGS S SUMMER,SOUTH GEORGIA STRAIT SPORT - SUMMER,139,South Georgia Strait Sport,63,GEO ST S,Canada,pre-terminal
32151,,NWCVI AABM S FALL,NORTH WCVI AABM SPORT - FALL,142,WCVI AABM Sport,50,WCVI AABM S,Canada,pre-terminal
32152,,NWCVI AABM S SPRING,NORTH WCVI AABM SPORT - SPRING,142,WCVI AABM Sport,50,WCVI AABM S,Canada,pre-terminal
32153,,NWCVI AABM S SUMMER,NORTH WCVI AABM SPORT - SUMMER,142,WCVI AABM Sport,50,WCVI AABM S,Canada,pre-terminal
32154,,SWCVI AABM S FALL,SOUTH WCVI AABM SPORT - FALL,142,WCVI AABM Sport,50,WCVI AABM S,Canada,pre-terminal
32155,,SWCVI AABM S SPRING,SOUTH WCVI AABM SPORT - SPRING,142,WCVI AABM Sport,50,WCVI AABM S,Canada,pre-terminal
32156,,SWCVI AABM S SUMMER,SOUTH WCVI AABM SPORT - SUMMER,142,WCVI AABM Sport,50,WCVI AABM S,Canada,pre-terminal
32161,,NWCVI ISBM S SUMMER,NORTH WCVI ISBM SPORT - SUMMER,92,WCVI ISBM Sport,51,WCVI ISBM S,Canada,pre-terminal
32162,,SWCVI ISBM S SUMMER,SOUTH WCVI ISBM SPORT - SUMMER,92,WCVI ISBM Sport,51,WCVI ISBM S,Canada,pre-terminal
32201,,CA JDF S FALL,CANADIAN JUAN DE FUCA SPORT - FALL,146,Canadian Juan De Fuca Sport,65,BC JF S,Canada,pre-terminal
32202,,CA JDF S SPRING,CANADIAN JUAN DE FUCA SPORT - SPRING,146,Canadian Juan De Fuca Sport,65,BC JF S,Canada,pre-terminal
32203,,CA JDF S SUMMER,CANADIAN JUAN DE FUCA SPORT - SUMMER,146,Canadian Juan De Fuca Sport,65,BC JF S,Canada,pre-terminal
33040,,7_S,WA PS AREA 7 SPORT,152,Puget Sound Area 7 Sport,57,PGSDN S,US,pre-terminal
33041,,7_BCD,WA PS AREA 7BCD (BELLINGHAM BAY) SPORT,152,Puget Sound Area 7 Sport,57,PGSDN S,US,pre-terminal
33060,,TNPS FS-NOOKSACK,NORTH PUGET SOUND (AREA 5-7) FRESHWATER SPORT - NOOKSACK,154,North Puget Sound (Area 5-7) Freshwater Sport,75,TPS FS,US,terminal
33061,,TNPS FS-SAMISH,NORTH PUGET SOUND (AREA 5-7) FRESHWATER SPORT - SAMISH,154,North Puget Sound (Area 5-7) Freshwater Sport,75,TPS FS,US,terminal
33080,,8-2_S,WA PS AREA 8-2 SPORT,156,Puget Sound Area 8-2 Sport,59,PGSDO S,US,pre-terminal
33081,,8-2_S TULALIP BAY,WA PS AREA 8-2 SPORT - TULALIP BAY,156,Puget Sound Area 8-2 Sport,59,PGSDO S,US,pre-terminal
33100,,TAREA8_9 FS-CASCADE,AREA 8-9 FRESHWATER SPORT - CASCADE,158,Puget Sound Area 8-9 Terminal Sport,75,TPS FS,US,terminal
33101,,TAREA8_9 FS-SKAGIT,AREA 8-9 FRESHWATER SPORT - SKAGIT,158,Puget Sound Area 8-9 Terminal Sport,75,TPS FS,US,terminal
33102,,TAREA8_9 FS-SKYKOMISH,AREA 8-9 FRESHWATER SPORT - SKYKOMISH,158,Puget Sound Area 8-9 Terminal Sport,75,TPS FS,US,terminal
33103,,TAREA8_9 FS-SNOHOMISH,AREA 8-9 FRESHWATER SPORT - SNOHOMISH,158,Puget Sound Area 8-9 Terminal Sport,75,TPS FS,US,terminal
33104,,TAREA8_9-STILLAGUAMISH,AREA 8-9 FRESHWATER SPORT - STILLAGUAMISH,158,Puget Sound Area 8-9 Terminal Sport,75,TPS FS,US,terminal
33105,,TAREA8_9-WALLACE,AREA 8-9 FRESHWATER SPORT - WALLACE,158,Puget Sound Area 8-9 Terminal Sport,75,TPS FS,US,terminal
33110,,10_S,SOUTH PUGET SOUND A10_11_13 SPORT - MARINE AREA 10,159,Puget Sound Area 10 Sport,59,PGSDO S,US,pre-terminal
33111,,10A_S,SOUTH PUGET SOUND A10_11_13 SPORT - MARINE AREA 10A (ELLIOTT BAY),159,Puget Sound Area 10 Sport,59,PGSDO S,US,pre-terminal
33112,,10E_S,SOUTH PUGET SOUND A10_11_13 SPORT - MARINE AREA 10E (SINCLAIR INLET),159,Puget Sound Area 10 Sport,59,PGSDO S,US,pre-terminal
33113,,11_S,SOUTH PUGET SOUND A10_11_13 SPORT - MARINE AREA 11,159,Puget Sound Area 10 Sport,59,PGSDO S,US,pre-terminal
33114,,13_S,SOUTH PUGET SOUND A10_11_13 SPORT - MARINE AREA 13,159,Puget Sound Area 10 Sport,59,PGSDO S,US,pre-terminal
33160,,TSPS FS-CARBON,SOUTH PUGET SOUND A10_11_13 FRESHWATER SPORT - CARBON,166,South Puget Sound (10-11-13) Freshwater Sport,75,TPS FS,US,terminal
33161,,TSPS FS-CHAMBERS,SOUTH PUGET SOUND A10_11_13 FRESHWATER SPORT - CHAMBERS,166,South Puget Sound (10-11-13) Freshwater Sport,75,TPS FS,US,terminal
33162,,TSPS FS-DESCHUTES,SOUTH PUGET SOUND A10_11_13 FRESHWATER SPORT - DESCHUTES,166,South Puget Sound (10-11-13) Freshwater Sport,75,TPS FS,US,terminal
33163,,TSPS FS-GREEN/DUWAMISH,SOUTH PUGET SOUND A10_11_13 FRESHWATER SPORT - GREEN/DUWAMISH,166,South Puget Sound (10-11-13) Freshwater Sport,75,TPS FS,US,terminal
33164,,TSPS FS-LAKE SAMMAMISH,SOUTH PUGET SOUND A10_11_13 FRESHWATER SPORT - LAKE SAMMAMISH,166,South Puget Sound (10-11-13) Freshwater Sport,75,TPS FS,US,terminal
33165,,TSPS FS-MCALLISTER,SOUTH PUGET SOUND A10_11_13 FRESHWATER SPORT - MCALLISTER,166,South Puget Sound (10-11-13) Freshwater Sport,75,TPS FS,US,terminal
33166,,TSPS FS-MINTER,SOUTH PUGET SOUND A10_11_13 FRESHWATER SPORT - MINTER,166,South Puget Sound (10-11-13) Freshwater Sport,75,TPS FS,US,terminal
33167,,TSPS FS-NISQUALLY,SOUTH PUGET SOUND A10_11_13 FRESHWATER SPORT - NISQUALLY,166,South Puget Sound (10-11-13) Freshwater Sport,75,TPS FS,US,terminal
33168,,TSPS FS-PUYALLUP,SOUTH PUGET SOUND A10_11_13 FRESHWATER SPORT - PUYALLUP,166,South Puget Sound (10-11-13) Freshwater Sport,75,TPS FS,US,terminal
33169,,TSPS FS-LAKE WASHINGTON,SOUTH PUGET SOUND A10_11_13 FRESHWATER SPORT - LAKE WASHINGTON,166,South Puget Sound (10-11-13) Freshwater Sport,75,TPS FS,US,terminal
33190,,WA 2 S,WA OCEAN AREA 2 (WESTPORT) SPORT,169,Washington Area 2 Ocean Sport,53,N FALCON S,US,pre-terminal
33191,,WA 2-1 S,WA OCEAN AREA 2-1 (WILLAPA BAY) SPORT,169,Washington Area 2 Ocean Sport,53,N FALCON S,US,pre-terminal
33192,,WA 2-2 S,WA OCEAN AREA 2-2 (GRAYS HARBOR) SPORT,169,Washington Area 2 Ocean Sport,53,N FALCON S,US,pre-terminal
33210,,TWA CST S-QUEETS,WASHINGTON COAST FRESHWATER SPORT (QUEETS),171,Washington Coast Terminal Sport,54,TNF TERM S,US,terminal
33211,,TWA CST S-SALMON,WASHINGTON COAST FRESHWATER SPORT - SALMON,171,Washington Coast Terminal Sport,54,TNF TERM S,US,terminal
33301,,TSOF FS EMS,ELK MARK SELECTIVE,180,Oregon Coast Freshwater Sport,76,TSF TERM FS,US,terminal
232601,,TCOL Z1-5 GN SPR,COLUMBIA RIVER Z1-5 GILLNET SPR,120,Columbia River Z1-5 Gillnet,31,TCOL R N,US,terminal
232602,,TCOL Z1-5 GN SUM/FALL,COLUMBIA RIVER Z1-5 GILLNET SUM/FALL,120,Columbia River Z1-5 Gillnet,31,TCOL R N,US,terminal
232701,,TCOL Z1-5 SN,COLUMBIA RIVER Z1-5 SEINE,121,Columbia River Z1-5 Seine,31,TCOL R N,US,terminal
232801,,TCOL SA N SPR,COLUMBIA SELECT AREA NET SPR,122,Columbia Select Area Net,31,TCOL R N,US,terminal
232802,,TCOL SA N SUM/FALL,COLUMBIA SELECT AREA NET FALL/SUM,122,Columbia Select Area Net,31,TCOL R N,US,terminal
232901,,TCOL Z6 GN,COLUMBIA RIVER Z6 GILLNET,123,Columbia River Area 6 Terminal Net,31,TCOL R N,US,terminal
233001,,TCOL ABV Z6 N,COLUMBIA RIVER ABV Z6 NET,123,Columbia River Area 6 Terminal Net,31,TCOL R N,US,terminal
233101,,TCOL WILL N,WILLAMETTE NET,120,Columbia River Z1-5 Gillnet,31,TCOL R N,US,terminal
332201,,BUOY10 S,CR BUOY 10 SPORT,172,Buoy 10 Sport,53,N FALCON S,US,pre-terminal
332301,,TBUOY10 S,TERMINAL CR BUOY 10 SPORT,173,Terminal Buoy 10 Sport,67,TCOL R S,US,terminal
332401,,TCOL WILL S,WILLAMETTE SPORT,174,Terminal Above Buoy 10 Sport,67,TCOL R S,US,terminal
332402,,TCOL Z1-5 S SPR/SUM,COLUMBIA Z1-5 SPORT SPR/SUM,174,Terminal Above Buoy 10 Sport,67,TCOL R S,US,terminal
332403,,TCOL Z1-5 S FALL,COLUMBIA Z1-5 SPORT FALL,174,Terminal Above Buoy 10 Sport,67,TCOL R S,US,terminal
332404,,TCOL ABV BON S SPR/SUM,COLUMBIA ABV BON SPORT SPR/SUM,174,Terminal Above Buoy 10 Sport,67,TCOL R S,US,terminal
332405,,TCOL ABV BON S FALL,COLUMBIA ABV BON SPORT FALL,174,Terminal Above Buoy 10 Sport,67,TCOL R S,US,terminal
332406,,TCOL SNAKE S,SNAKE SPORT,174,Terminal Above Buoy 10 Sport,67,TCOL R S,US,terminal
