PROGRAM_CODE,PROJ_NAME,SPECIES_NAME,RUN_NAME,BROOD_YEAR,STOCK_NAME,STOCK_PROD_AREA_CODE,STOCK_CU_INDEX,STOCK_CU_NAME,STOCK_TYPE_CODE,REARING_TYPE_CODE,FACILITY_NAME,RELEASE_SITE_NAME,REL_CU_INDEX,REL_CU_NAME,RELEASE_STAGE_NAME,MRP_TAGCODE,RELEASE_YEAR,START_DATE,END_DATE,AVE_WEIGHT,PURPOSE_CODE,TRANSFER,RELEASE_COMMENT,RowNum,TaggedClip,TaggedNum,ShedTagNum,NoTagClip,NoTagNum,NoTagPartMarkNum,UnmarkedNum,TotalRelease
OPS,Shuswap R,Chinook,Summer,1994,Shuswap R Middle,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Middle,CK-15,SHUSWAP RIVER_SU_0.3,Eyed Egg,NOCN9426,1994,19941108,19941115,0.35,P,N,EYED EGG PLANT; WEIGHT IS FROM DOUG LOFTHOUSE FOR EMERGENT FRY,1,,0,0,,0,0,102900,102900
OPS,Shuswap R,Chinook,Summer,1995,Shuswap R Low,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Low,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,182462,1996,19960514,19960519,5.5,P,N,,1,AD,74531,753,,0,0,592096,667380
OPS,Shuswap R,Chinook,Summer,1995,Shuswap R Low,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Low,CK-15,SHUSWAP RIVER_SU_0.3,Eyed Egg,NOCN9552,1995,199511,19951129,0,B,N,,1,,0,0,,0,0,16380,16380
OPS,Shuswap R,Chinook,Summer,1995,Shuswap R Middle,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Middle,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,182461,1996,19960528,19960530,8.6,P,N,,1,AD,75329,0,,0,0,341821,417150
OPS,Shuswap R,Chinook,Summer,1995,Shuswap R Middle,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Middle,CK-15,SHUSWAP RIVER_SU_0.3,Eyed Egg,NOCN9551,1995,19951107,19951121,0,B,N,,1,,0,0,,0,0,58030,58030
OPS,Shuswap R,Chinook,Summer,1996,Shuswap R Low,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Low,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,183149,1997,19970516,19970519,4.7,P,N,,1,AD,75714,1089,,0,0,816017,892820
OPS,Shuswap R,Chinook,Summer,1996,Shuswap R Low,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Low,CK-15,SHUSWAP RIVER_SU_0.3,Eyed Egg,NOCN9682,1996,19961121,19961126,0,P,N,,1,,0,0,,0,0,89240,89240
OPS,Shuswap R,Chinook,Summer,1996,Shuswap R Middle,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Middle,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,182501,1997,19970528,19970529,6.6,P,N,,1,AD,74457,752,,0,0,186991,262200
OPS,Shuswap R,Chinook,Summer,1996,Shuswap R Middle,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Middle,CK-15,SHUSWAP RIVER_SU_0.3,Eyed Egg,NOCN9681,1996,199611,19961114,0,P,N,,1,,0,0,,0,0,62630,62630
OPS,Shuswap R,Chinook,Summer,1997,Shuswap R Low,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Low,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,184216,1998,19980519,19980522,5.4,P,N,,1,AD,74594,1136,,0,0,580970,656700
OPS,Shuswap R,Chinook,Summer,1997,Shuswap R Middle,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Middle,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,184215,1998,19980529,19980530,7.9,P,N,,1,AD,74995,3947,,0,0,248638,327580
OPS,Shuswap R,Chinook,Summer,1997,Shuswap R Middle,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Middle,CK-15,SHUSWAP RIVER_SU_0.3,Eyed Egg,NOCN9752,1997,199711,19971118,0,P,N,,1,,0,0,,0,0,11050,11050
OPS,Shuswap R,Chinook,Summer,1998,Shuswap R Low,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Low,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,184208,1999,19990508,19990512,6.7,P,N,DOUBLE INDEX -ADCWT. SEE ALSO 184209 (ADCWT) & 184210-11 (CWT ONLY),1,AD,48868,1673,,0,0,333702,384243
OPS,Shuswap R,Chinook,Summer,1998,Shuswap R Low,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Low,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,184209,1999,19990508,19990512,6.7,P,N,DOUBLE INDEX -ADCWT. SEE ALSO 184208 (ADCWT) & 184210-11 (CWTONLY),1,AD,48589,1677,,0,0,331887,382153
OPS,Shuswap R,Chinook,Summer,1998,Shuswap R Low,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Low,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,184210,1999,19990508,19990512,6.7,P,N,DOUBLE INDEX - CWTONLY. SEE ALSO 194211 (CWTONLY) & 184208-09 (ADCWT),1,NOMK,39737,1485,,0,0,,41222
OPS,Shuswap R,Chinook,Summer,1998,Shuswap R Low,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Low,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,184211,1999,19990508,19990512,6.7,P,N,DOUBLE INDEX- CWT ONLY; SEE ALSO 184210 (CWTONLY) & 184208-09 (ADCWT),1,NOMK,58009,1873,,0,0,,59882
OPS,Shuswap R,Chinook,Summer,1998,Shuswap R Middle,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Middle,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,183150,1999,199905,19990518,8.7,P,N,,1,AD,26572,542,,0,0,74795,101909
OPS,Shuswap R,Chinook,Summer,1998,Shuswap R Middle,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Middle,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,183151,1999,199905,19990518,8.7,P,N,,1,AD,26955,550,,0,0,75873,103378
OPS,Shuswap R,Chinook,Summer,1998,Shuswap R Middle,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Middle,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,183152,1999,199905,19990518,8.7,P,N,,1,AD,20237,413,,0,0,56963,77613
OPS,Shuswap R,Chinook,Summer,1998,Shuswap R Middle,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Middle,CK-15,SHUSWAP RIVER_SU_0.3,Eyed Egg,NOCN98140,1998,19981102,19981102,,P,N,,1,,0,0,,0,0,40460,40460
OPS,Shuswap R,Chinook,Summer,1999,Shuswap R Low,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Low,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,182204,2000,20000515,20000519,5.75,P,N,"DOUBLE-INDEX, ADCWT. SEE ALSO 182205-07. COMPARE TO CWT ONLY 184310/11.",1,AD,26119,1966,,0,0,166703,194788
OPS,Shuswap R,Chinook,Summer,1999,Shuswap R Low,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Low,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,182205,2000,20000515,20000519,5.75,P,N,"DOUBLE-INDEX, ADCWT. SEE ALSO 182204/06/07. COMPARE TO CWT ONLY 184310/11.",1,AD,27728,313,,0,0,166442,194483
OPS,Shuswap R,Chinook,Summer,1999,Shuswap R Low,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Low,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,182206,2000,20000515,20000519,5.75,P,N,"DOUBLE-INDEX, ADCWT. SEE ALSO 182204/05/07. COMPARE TO CWT ONLY 184310/11.",1,AD,25913,159,,0,0,154755,180827
OPS,Shuswap R,Chinook,Summer,1999,Shuswap R Low,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Low,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,182207,2000,20000515,20000519,5.75,P,N,"DOUBLE-INDEX, ADCWT. SEE ALSO 182204-06. COMPARE TO CWT ONLY 184310/11.",1,AD,18108,183,,0,0,108569,126860
OPS,Shuswap R,Chinook,Summer,1999,Shuswap R Low,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Low,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,184310,2000,20000515,20000519,5.75,P,N,"DOUBLE-INDEX, CWT ONLY. SEE ALSO 184311. COMPARE TO ADCWT 182204-07.",1,NOMK,53598,2287,,0,0,,55885
OPS,Shuswap R,Chinook,Summer,1999,Shuswap R Low,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Low,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,184311,2000,20000515,20000519,5.75,P,N,"DOUBLE-INDEX, CWT ONLY. SEE ALSO 184310. COMPARE TO ADCWT 182204-07.",1,NOMK,44856,342,,0,0,,45198
OPS,Shuswap R,Chinook,Summer,1999,Shuswap R Middle,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Middle,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,182201,2000,20000526,20000526,8.4,P,N,,1,AD,26110,264,,0,0,70222,96596
OPS,Shuswap R,Chinook,Summer,1999,Shuswap R Middle,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Middle,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,182202,2000,20000526,20000526,8.4,P,N,,1,AD,25248,255,,0,0,67903,93406
OPS,Shuswap R,Chinook,Summer,1999,Shuswap R Middle,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Middle,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,182203,2000,20000526,20000526,8.4,P,N,,1,AD,25354,256,,0,0,68188,93798
OPS,Shuswap R,Chinook,Summer,2000,Shuswap R Low,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Low,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,184504,2001,20010515,20010518,6.38,P,N,DOUBLE INDEX ADCWT. SEE ALSO 184505-07. COMPARE TO CWT ONLY 184508-11.,1,AD,24611,0,,0,0,94135,118746
OPS,Shuswap R,Chinook,Summer,2000,Shuswap R Low,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Low,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,184505,2001,20010515,20010518,6.38,P,N,DOUBLE INDEX AD CWT. SEE ALSO 184504/06/07. COMPARE TO CWT ONLY 184508-11.,1,AD,24604,0,,0,0,94108,118712
OPS,Shuswap R,Chinook,Summer,2000,Shuswap R Low,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Low,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,184506,2001,20010515,20010518,6.38,P,N,DOUBLE INDEX AD CWT. SEE ALSO 184504/05/07. COMPARE TO CWT ONLY 184508-11.,1,AD,25300,782,,0,0,99762,125844
OPS,Shuswap R,Chinook,Summer,2000,Shuswap R Low,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Low,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,184507,2001,20010515,20010518,6.38,P,N,DOUBLE INDEX AD CWT. SEE ALSO 184504-06. COMPARE TO CWT ONLY 184508-11.,1,AD,25335,784,,0,0,99903,126022
OPS,Shuswap R,Chinook,Summer,2000,Shuswap R Low,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Low,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,184508,2001,20010515,20010518,6.38,P,N,DOUBLE INDEX CWT ONLY. SEE ALSO 184509-11. COMPARE TO ADCWT 184504-07.,1,NOMK,25893,0,,0,0,,25893
OPS,Shuswap R,Chinook,Summer,2000,Shuswap R Low,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Low,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,184509,2001,20010515,20010518,6.38,P,N,DOUBLE INDEX CWT ONLY. SEE ALSO 184508/10/11. COMPARE TO ADCWT 184504-07.,1,NOMK,26055,0,,0,0,,26055
OPS,Shuswap R,Chinook,Summer,2000,Shuswap R Low,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Low,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,184510,2001,20010515,20010518,6.38,P,N,DOUBLE INDEX CWT ONLY. SEE ALSO 184508/09/11. COMPARE TO ADCWT 184504-07.,1,NOMK,25466,788,,0,0,,26254
OPS,Shuswap R,Chinook,Summer,2000,Shuswap R Low,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Low,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,184511,2001,20010515,20010518,6.38,P,N,DOUBLE INDEX CWT ONLY. SEE ALSO 184508-10. COMPARE TO ADCWT 184504-07.,1,NOMK,25968,803,,0,0,,26771
OPS,Shuswap R,Chinook,Summer,2000,Shuswap R Middle,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Middle,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,184501,2001,20010528,20010528,8.56,P,N,SEE ALSO 184502/03.,1,AD,26207,0,,0,0,59919,86126
OPS,Shuswap R,Chinook,Summer,2000,Shuswap R Middle,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Middle,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,184502,2001,20010528,20010528,8.56,P,N,SEE ALSO 184501/03.,1,AD,25717,0,,0,0,58799,84516
OPS,Shuswap R,Chinook,Summer,2000,Shuswap R Middle,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Middle,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,184503,2001,20010528,20010528,8.56,P,N,SEE ALSO 184501/02.,1,AD,25517,0,,0,0,58341,83858
OPS,Shuswap R,Chinook,Summer,2000,Shuswap R Middle,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Middle,CK-15,SHUSWAP RIVER_SU_0.3,Eyed Egg,NOCN00107,2000,20001107,20001107,0,B,N,,1,,0,0,,0,0,81370,81370
OPS,Shuswap R,Chinook,Summer,2001,Shuswap R Low,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Low,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,184707,2002,20020517,20020519,6.54,P,N,"D.I., ADCWT; SEE ALSO 184708-10 (ADCWT) & 184711-14 (CWTONLY).",1,AD,25800,0,,0,0,114207,140007
OPS,Shuswap R,Chinook,Summer,2001,Shuswap R Low,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Low,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,184708,2002,20020517,20020519,6.54,P,N,"D.I., ADCWT; SEE ALSO 184707 & 09-10 (ADCWT) & 184711-14 (CWTONLY).",1,AD,22710,0,,0,0,100528,123238
OPS,Shuswap R,Chinook,Summer,2001,Shuswap R Low,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Low,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,184709,2002,20020517,20020519,6.54,P,N,"D.I., ADCWT; SEE ALSO 184707-08 & 10 (ADCWT) & 184711-14 (CWTONLY).",1,AD,24978,252,,0,0,111683,136913
OPS,Shuswap R,Chinook,Summer,2001,Shuswap R Low,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Low,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,184710,2002,20020517,20020519,6.54,P,N,"D.I., ADCWT; SEE ALSO 184707-09 (ADCWT) & 184711-14 (CWTONLY).",1,AD,27690,280,,0,0,123812,151782
OPS,Shuswap R,Chinook,Summer,2001,Shuswap R Low,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Low,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,184711,2002,20020517,20020519,6.54,P,N,"D.I., CWTONLY; SEE ALSO 184712-14 (CWTONLY) & 184707-10 (ADCWT).",1,NOMK,24538,0,,0,0,,24538
OPS,Shuswap R,Chinook,Summer,2001,Shuswap R Low,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Low,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,184712,2002,20020517,20020519,6.54,P,N,"D.I., CWTONLY; SEE ALSO 184711 & 13-14 (CWTONLY) & 184707-10 (ADCWT).",1,NOMK,24208,0,,0,0,,24208
OPS,Shuswap R,Chinook,Summer,2001,Shuswap R Low,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Low,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,184713,2002,20020517,20020519,6.54,P,N,"D.I., CWTONLY; SEE ALSO 184711-12 & 14 (CWTONLY) & 184707-10 (ADCWT).",1,NOMK,25011,253,,0,0,,25264
OPS,Shuswap R,Chinook,Summer,2001,Shuswap R Low,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Low,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,184714,2002,20020517,20020519,6.54,P,N,"D.I., CWTONLY; SEE ALSO 184711-13 (CWT ONLY) & 184707-10 (ADCWT).",1,NOMK,26581,269,,0,0,,26850
OPS,Shuswap R,Chinook,Summer,2001,Shuswap R Middle,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Middle,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,184704,2002,20020528,20020528,10.43,P,N,SEE ALSO 184705 AND 184706.,1,AD,25183,254,,0,0,59349,84786
OPS,Shuswap R,Chinook,Summer,2001,Shuswap R Middle,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Middle,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,184705,2002,20020528,20020528,10.43,P,N,SEE ALSO 184704 AND 184706.,1,AD,25318,256,,0,0,59668,85242
OPS,Shuswap R,Chinook,Summer,2001,Shuswap R Middle,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Middle,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,184706,2002,20020528,20020528,10.43,P,N,SEE ALSO 184704 AND 184705.,1,AD,25357,256,,0,0,59759,85372
OPS,Shuswap R,Chinook,Summer,2001,Shuswap R Middle,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Middle,CK-15,SHUSWAP RIVER_SU_0.3,Eyed Egg,NOCN0142,2001,20011107,20011107,0,B,N,,1,,0,0,,0,0,45400,45400
OPS,Shuswap R,Chinook,Summer,2002,Shuswap R Low,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Low,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,185144,2003,20030512,20030515,6.8,P,N,"DI; CWT ONLY: SEE ALSO 185145-47 (CWT ONLY) & 185148,185204-06 (ADCWT).",1,NOMK,28683,0,,0,0,,28683
OPS,Shuswap R,Chinook,Summer,2002,Shuswap R Low,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Low,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,185145,2003,20030512,20030515,6.8,P,N,"DI; CWT ONLY: SEE ALSO 185144,46,47 (CWT ONLY) & 185148, 185204-06 (ADCWT).",1,NOMK,26595,766,,0,0,,27361
OPS,Shuswap R,Chinook,Summer,2002,Shuswap R Low,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Low,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,185146,2003,20030512,20030515,6.8,P,N,"DI; CWT ONLY: SEE ALSO 185144,45,47 (CWT ONLY) & 185148, 185204-06 (ADCWT).",1,NOMK,26769,828,,0,0,,27597
OPS,Shuswap R,Chinook,Summer,2002,Shuswap R Low,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Low,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,185147,2003,20030512,20030515,6.8,P,N,"DI; CWT ONLY: SEE ALSO 185144,45,46 (CWT ONLY) & 185148, 185204,05,06 (ADCWT).",1,NOMK,18318,374,,0,0,,18692
OPS,Shuswap R,Chinook,Summer,2002,Shuswap R Low,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Low,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,185148,2003,20030512,20030515,6.8,P,N,"DI; ADCWT: SEE ALSO 185204,05,06 (ADCWT) & 185144,45,46,47 (CWT ONLY).",1,AD,29011,0,,0,0,175588,204599
OPS,Shuswap R,Chinook,Summer,2002,Shuswap R Low,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Low,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,185204,2003,20030512,20030515,6.8,P,N,"DI; ADCWT: SEE ALSO 185205,06, 185148 (ADCWT) & 185144,45,46,47 (CWTONLY).",1,AD,27324,905,,0,0,170855,199084
OPS,Shuswap R,Chinook,Summer,2002,Shuswap R Low,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Low,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,185205,2003,20030512,20030515,6.8,P,N,"DI; ADCWT: SEE ALSO 185148, 185204,06 (ADCWT) & 185144,45,46,47 (CWT ONLY).",1,AD,27626,784,,0,0,171951,200361
OPS,Shuswap R,Chinook,Summer,2002,Shuswap R Low,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Low,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,185206,2003,20030512,20030515,6.8,P,N,"DI; ADCWT: SEE ALSO 185148, 185204,05 (ADCWT) & 185144,45,46,47 (CWTONLY).",1,AD,15433,315,,0,0,95315,111063
OPS,Shuswap R,Chinook,Summer,2002,Shuswap R Middle,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Middle,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,NOCN0218,2003,20030527,20030527,9.4,P,N,SEMI VOLITIONAL RELEASE FROM RACEWAY THROUGH OUTFLOW CHANNEL TO MID. SHUSWAP,1,,0,0,,0,0,260920,260920
OPS,Shuswap R,Chinook,Summer,2002,Shuswap R Middle,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Middle,CK-15,SHUSWAP RIVER_SU_0.3,Eyed Egg,NOCN0297,2002,20021107,20021112,0,P,N,,1,,0,0,,0,0,73160,73160
OPS,Shuswap R,Chinook,Summer,2003,Shuswap R Low,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Low,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,185207,2004,20040509,20040512,5.81,P,N,ADCWT (NO LONGER DI TAGGING). SEE ALSO 185426 AND 185608.,1,AD,26875,245,,0,0,219899,247019
OPS,Shuswap R,Chinook,Summer,2003,Shuswap R Low,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Low,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,185426,2004,20040509,20040512,5.81,P,N,ADCWT (NO LONGER DI TAGGING). SEE ALSO 185207 AND 185608.,1,AD,26875,939,,0,0,225527,253341
OPS,Shuswap R,Chinook,Summer,2003,Shuswap R Low,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Low,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,185608,2004,20040509,20040512,5.81,P,N,ADCWT (NO LONGER DI TAGGING). SEE ALSO 185207 AND 185426.,1,AD,20478,1078,,0,0,174784,196340
OPS,Shuswap R,Chinook,Summer,2003,Shuswap R Middle,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Middle,CK-15,SHUSWAP RIVER_SU_0.3,Eyed Egg,NOCN0345,2003,20031108,20031109,0,B,N,,1,,0,0,,0,0,59920,59920
OPS,Shuswap R,Chinook,Summer,2003,Shuswap R Middle,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Middle,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,NOCN0346,2004,20040531,20040531,9,P,N,,1,,0,0,,0,0,252100,252100
OPS,Shuswap R,Chinook,Summer,2004,Shuswap R Low,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Low,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,185155,2005,20050510,20050511,6.1,P,N,SEE ALSO 185156-58. RELEASED UPSTREAM OF COOKE CR CONFLUENCE.,1,AD,24857,769,,0,0,100161,125787
OPS,Shuswap R,Chinook,Summer,2004,Shuswap R Low,TOMF,CK-15,SHUSWAP RIVER_SU_0.3,M,H,"Shuswap River, Middle, H",Shuswap R Low,CK-15,SHUSWAP RIVER_SU_0.3,Smolt 0+,185156,2005,20050510,20050511,6.1,P,N,SEE ALSO 185155 & 185157-58. REL UPSTREAM OF COOKE CR CONFLUENCE.,1,AD,24881,770,,0,0,100258,125909
